Scheme_ID,Budget_Crore,Allocated_Funds,Beneficiaries_Lakhs,Corruption_Cases,Fraud_Cases,Income_Criteria
SCM9799,1331,69447,444.77,36,18,No Limit
SCM9800,33444,78382,214.49,29,12,No Limit
SCM9801,340,3941,376.47,14,6,Below 2L
SCM9802,10930,24615,485.63,34,12,Above 5L
SCM9803,48315,64046,316.33,2,3,No Limit
SCM9804,24050,83713,345.84,28,5,Below 2L
SCM9805,38677,83478,471.63,23,14,Above 5L
SCM9806,26717,66550,258.33,44,11,No Limit
SCM9807,13673,6323,160.02,22,17,2L-5L
SCM9808,49622,56658,460.7,8,5,Below 2L
SCM9809,26828,75748,34.59,1,4,Above 5L
SCM9810,49349,97818,107.38,14,11,2L-5L
SCM9811,43008,56019,170.7,31,16,No Limit
SCM9812,41024,90938,,17,9,Below 2L
SCM9813,26171,82358,451.96,28,7,No Limit
SCM9814,10385,30028,225.95,39,15,Below 2L
SCM9815,27613,46161,143.14,2,14,Below 2L
SCM9816,10370,85508,176.67,32,13,2L-5L
SCM9817,18939,61064,328.31,6,17,Above 5L
SCM9818,19930,28035,79.09,29,15,Below 2L
SCM9819,42465,99724,273.76,26,7,2L-5L
SCM9820,16370,24093,294.26,37,0,Above 5L
SCM9821,37679,5706,353.96,28,6,No Limit
SCM9822,7927,50384,301.99,30,,Below 2L
SCM9823,43805,86906,48.57,0,5,No Limit
SCM9824,27424,52087,344.43,40,14,2L-5L
SCM9825,26188,43056,10.97,42,10,Above 5L
SCM9826,40674,74425,195.22,26,9,2L-5L
SCM9827,3023,57332,208.59,26,6,No Limit
SCM9828,37869,64854,58.4,28,13,No Limit
SCM9829,17292,34066,5.03,4,5,No Limit
SCM9830,40344,67004,35.67,2,4,Below 2L
SCM9831,12986,22862,223.21,28,19,No Limit
SCM9832,31452,47728,120.25,40,14,2L-5L
SCM9833,38831,54034,34.58,38,17,2L-5L
SCM9834,38803,32152,128.28,12,0,No Limit
SCM9835,20714,43470,264.46,32,19,No Limit
SCM9836,16811,85353,371.1,19,10,Below 2L
SCM9837,28970,55041,206.06,2,0,Above 5L
SCM9838,17166,4043,306.61,5,,Above 5L
SCM9839,44391,20790,298.42,42,17,2L-5L
SCM9840,32991,95468,448.17,16,5,2L-5L
SCM9841,853,63771,89.78,46,17,Below 2L
SCM9842,40982,27914,238.27,3,6,No Limit
SCM9843,34474,55698,315.95,32,14,Above 5L
SCM9844,39393,42021,259.91,32,14,Below 2L
SCM9845,3678,42162,1126.15,5,3,Above 5L
SCM9846,21150,73390,486.73,40,19,Below 2L
SCM9847,15568,15763,471.01,13,5,No Limit
SCM9848,193290,11001,305.77,45,7,2L-5L
SCM9849,3038,34323,219.84,6,6,Below 2L
SCM9850,49025,11899,377.72,5,4,No Limit
SCM9851,42986,51606,256.52,2,5,2L-5L
SCM9852,13975,8514,497.79,36,6,No Limit
SCM9853,35295,43471,343,21,8,Below 2L
SCM9854,24840,86025,34.17,37,1,2L-5L
SCM9855,14250,55598,201.02,7,15,Above 5L
SCM9856,9801,50465,365.16,23,1,Below 2L
SCM9857,49221,23634,421.2,12,8,No Limit
SCM9858,23391,40956,406.7,12,5,2L-5L
SCM9859,29386,11294,488.62,0,8,2L-5L
SCM9860,24216,65526,244.61,40,7,Below 2L
SCM9861,5986,47676,70.12,35,7,2L-5L
SCM9862,13772,1718,326.16,31,4,Below 2L
SCM9863,14608,70629,35.47,4,13,2L-5L
SCM9864,28768,1719,486.76,48,8,Above 5L
SCM9865,43870,64505,379.29,6,,Above 5L
SCM9866,9492,63708,491.08,49,1,2L-5L
SCM9867,38036,35647,188.69,44,8,2L-5L
SCM9868,46290,12117,8,31,2,No Limit
SCM9869,3381,46268,260.69,27,5,Below 2L
SCM9870,46939,51948,60.68,32,18,Below 2L
SCM9871,8910,88591,339.85,45,9,Above 5L
SCM9872,37822,33053,248.83,13,1,Above 5L
SCM9873,29950,83659,376.75,12,17,No Limit
SCM9874,36591,23519,145.61,28,7,No Limit
SCM9875,34554,41865,414.6,49,8,Below 2L
SCM9876,47759,79537,325.45,39,16,No Limit
SCM9877,13024,19416,493.86,0,1,No Limit
SCM9878,16123,99925,89.36,46,8,Above 5L
SCM9879,28608,7054,,48,1,Below 2L
SCM9880,28568,90984,425.54,48,14,No Limit
SCM9881,28479,47759,169.29,26,2,Above 5L
SCM9882,26029,75610,215.68,29,7,Below 2L
SCM9883,37107,37509,462.84,33,6,No Limit
SCM9884,41413,39273,220.4,45,12,No Limit
SCM9885,16764,13177,149.08,0,11,No Limit
SCM9886,13733,73999,29.84,33,18,No Limit
SCM9887,44437,838,221.52,6,12,Below 2L
SCM9888,5032,19589,327.51,0,16,Above 5L
SCM9889,16305,32579,,41,14,Below 2L
SCM9890,20034,1617,358.92,17,13,Above 5L
SCM9891,49641,36967,239.18,34,18,No Limit
,5283,88772,429.07,49,2,No Limit
SCM9893,20351,24063,,18,17,2L-5L
SCM9894,20844,83902,378.56,12,16,2L-5L
SCM9895,2153,71386,466.28,22,19,Below 2L
SCM9896,37876,29651,370.72,1,4,No Limit
SCM9897,8459,14524,1015.15,2,10,No Limit
SCM9898,47558,52094,115.3,21,13,Above 5L
SCM9899,46005,98173,49.27,35,19,2L-5L
SCM9900,35034,72578,321.22,48,6,Below 2L
SCM9901,40974,95536,71.51,7,17,No Limit
SCM9902,12561,83154,419.17,22,4,2L-5L
,44066,78214,480.37,7,1,2L-5L
SCM9904,49438,2480,,24,17,No Limit
SCM9905,21666,87351,188.09,34,8,No Limit
SCM9906,45106,54214,468.64,46,2,Above 5L
SCM9907,27616,84158,235.41,10,5,Above 5L
SCM9908,35513,35807,267.75,40,6,Below 2L
SCM9909,47413,68017,,42,14,Below 2L
,46164,45654,105.35,5,3,2L-5L
SCM9911,31569,33975,489.58,41,5,2L-5L
SCM9912,4727,75077,390.46,41,3,2L-5L
SCM9913,11291,19010,80.77,49,19,Below 2L
SCM9914,34073,18922,55.62,44,,2L-5L
SCM9915,6803,96436,467.48,16,4,2L-5L
SCM9916,16711,15209,342.55,35,11,2L-5L
SCM9917,45769,22249,19.38,17,0,Above 5L
SCM9918,35004,48499,71.08,32,6,Below 2L
SCM9919,23795,62342,24.01,17,8,Below 2L
SCM9920,44791,84204,487.04,6,2,Below 2L
SCM9921,7058,978,248.98,28,9,Above 5L
SCM9922,16733,81582,231.13,4,10,No Limit
SCM9923,2372,69445,477.89,15,1,No Limit
SCM9924,22522,74691,252.37,30,14,No Limit
,3118,10574,258.93,4,0,Above 5L
SCM9926,13060,65988,492.05,9,14,2L-5L
SCM9927,2315,43239,55.8,28,12,Below 2L
SCM9928,350250,84618,492.88,28,8,2L-5L
SCM9929,18280,29917,82.92,15,19,Below 2L
SCM9930,19728,95902,236.51,3,16,Above 5L
SCM9931,15970,95031,168.87,0,9,Above 5L
SCM9932,396,1474,477.72,7,0,Above 5L
SCM9933,34795,22522,242.8,27,8,Above 5L
SCM9934,14678,47649,11.6,0,,Above 5L
SCM9935,13654,68940,,27,5,No Limit
SCM9936,40289,9889,215.46,2,19,No Limit
SCM9937,21685,31180,338.23,49,18,No Limit
SCM9938,34325,80018,281,1,11,Below 2L
,3646,33857,424.97,24,10,2L-5L
SCM9940,46722,91007,414.23,36,13,Above 5L
SCM9941,46183,41580,,10,,No Limit
SCM9942,40229,11367,285.7,45,12,Below 2L
SCM9943,27803,9780,139.15,17,6,2L-5L
SCM9944,3764,37136,,41,,2L-5L
SCM9945,26265,8632,38.52,38,6,Below 2L
SCM9946,31199,2758,198.58,39,15,No Limit
SCM9947,40522,45001,330.45,19,0,Below 2L
SCM9948,16579,90537,472.84,16,14,Below 2L
SCM9949,42419,21721,250.81,6,11,2L-5L
SCM9950,6240,93292,447.97,47,10,2L-5L
SCM9951,17836,26464,52.49,16,0,Above 5L
SCM9952,22241,94465,265.84,3,2,No Limit
SCM9953,21728,23363,,35,10,2L-5L
SCM9954,46962,80463,397.87,29,,2L-5L
SCM9955,27343,37940,222.55,0,12,Below 2L
,17314,8121,237.68,34,17,Below 2L
SCM9957,18089,36981,32.48,11,13,2L-5L
SCM9958,21129,20336,219.06,16,13,Below 2L
SCM9959,44870,56790,40.51,15,4,2L-5L
,8037,38958,149.85,27,11,No Limit
,29803,87549,63.53,31,2,2L-5L
SCM9962,45718,95429,167.31,45,10,Below 2L
SCM9963,39384,19055,113.77,34,0,Below 2L
SCM9964,16705,61471,142.66,18,15,2L-5L
SCM9965,25206,1209,74.28,28,6,Below 2L
SCM9966,6593,91348,,28,2,Above 5L
SCM9967,32602,49329,248.84,15,2,Above 5L
SCM9968,32435,40711,418.34,3,16,No Limit
SCM9969,26057,65156,269.46,20,17,No Limit
SCM9970,4217,55837,114.46,48,14,Below 2L
SCM9971,38276,51312,367.97,43,5,Above 5L
SCM9972,33621,71836,148.69,0,2,Below 2L
SCM9973,12601,26093,378.22,18,15,No Limit
SCM9974,1288,72935,193.64,43,8,No Limit
SCM9975,47343,54657,256.89,25,,No Limit
SCM9976,32213,63045,251.93,11,19,2L-5L
SCM9977,41468,37262,477.82,16,16,No Limit
SCM9978,43545,48466,76.92,36,14,Above 5L
SCM9979,896,40746,469.28,27,9,Below 2L
SCM9980,47216,16371,281.04,35,17,2L-5L
SCM9981,14936,99934,496.84,28,0,No Limit
SCM9982,5245,51988,1433.05,4,4,2L-5L
SCM9983,37039,52419,328.22,37,,2L-5L
SCM9984,8275,86462,374.81,2,3,Below 2L
SCM9985,49617,56437,410.91,14,10,2L-5L
SCM9986,1614,22976,238.83,2,12,Above 5L
SCM9987,15551,15306,339.33,12,9,2L-5L
SCM9988,37804,37515,307.48,4,11,Above 5L
SCM9989,48493,22926,203.6,20,19,No Limit
SCM9990,16982,19593,410.42,40,,Above 5L
SCM9991,11533,92212,96.31,22,8,No Limit
SCM9992,1469,58386,83.65,46,9,Above 5L
SCM9993,14168,19496,,21,10,Below 2L
SCM9994,41758,97247,318.78,33,2,2L-5L
SCM9995,8216,91163,158.9,40,11,Above 5L
SCM9996,43787,72462,1588,25,14,2L-5L
SCM9997,26926,7623,385.35,46,0,Above 5L
SCM9998,43553,53019,108.56,30,8,2L-5L
SCM9999,31337,2848,290.74,34,2,Above 5L
SCM10000,5464,14761,412.35,6,6,Above 5L
SCM10001,190,20080,205.68,39,3,No Limit
SCM10002,12186,79791,285.91,44,1,Above 5L
SCM10003,11489,76900,39.36,31,0,2L-5L
SCM10004,16955,74803,415.25,21,7,Below 2L
SCM10005,38952,40602,398.08,46,13,2L-5L
SCM10006,42325,83313,228.18,5,11,2L-5L
SCM10007,27484,5283,59.71,20,0,Above 5L
SCM10008,12110,64109,330.23,44,13,Above 5L
SCM10009,33465,34107,286.53,Unknown,7,Below 2L
SCM10010,11508,32740,459.75,48,7,Below 2L
,24102,6709,139.98,Unknown,4,2L-5L
SCM10012,17838,41951,16.26,36,11,No Limit
SCM10013,40745,8496,127.44,26,4,No Limit
SCM10014,12238,21094,214.01,9,8,Below 2L
SCM10015,11527,74568,77.81,21,15,Above 5L
SCM10016,10996,63510,489.87,43,3,Above 5L
SCM10017,2489,61620,111.27,17,5,2L-5L
SCM10018,15460,75438,338.96,3,3,2L-5L
SCM10019,36943,56231,227.11,44,0,No Limit
SCM10020,28326,59042,277.62,34,12,No Limit
SCM10021,16947,44580,466.35,37,12,Above 5L
SCM10022,47665,15733,265.82,37,16,2L-5L
SCM10023,17556,9091,152.68,35,12,Above 5L
SCM10024,5546,28427,110.49,3,10,Below 2L
SCM10025,16957,55507,446.01,44,17,2L-5L
SCM10026,37851,65656,493.36,9,14,Below 2L
SCM10027,33806,34559,125.99,31,12,2L-5L
SCM10028,14803,28982,360.99,9,,2L-5L
SCM10029,17794,42037,252.93,42,3,Below 2L
SCM10030,40059,93337,349.32,44,0,Above 5L
SCM10031,15158,61778,482.11,9,0,Below 2L
SCM10032,4156,42192,138.12,10,11,2L-5L
SCM10033,12955,62647,,49,0,2L-5L
SCM10034,23588,9040,219.03,38,,No Limit
SCM10035,15872,75965,326.3,8,0,2L-5L
SCM10036,23216,17191,203.39,12,8,Below 2L
SCM10037,33127,23795,354.2,41,15,2L-5L
SCM10038,1756,58006,168.82,17,11,2L-5L
SCM10039,44015,19854,244.23,46,15,2L-5L
SCM10040,28955,8948,354.43,36,8,No Limit
SCM10041,44179,65308,21.45,46,2,Below 2L
SCM10042,39158,93580,164.11,10,10,Below 2L
SCM10043,6013,96870,273.14,27,5,Above 5L
SCM10044,8073,71589,37.16,5,19,Above 5L
,17075,95239,351.61,32,6,2L-5L
SCM10046,42492,23644,406.66,13,0,No Limit
SCM10047,13405,1850,81.75,46,18,Above 5L
SCM10048,10779,29356,366.76,28,5,Below 2L
SCM10049,220610,63592,323.14,38,2,2L-5L
SCM10050,328,95726,205.5,14,12,2L-5L
SCM10051,15743,25991,82.58,47,9,Below 2L
SCM10052,27455,86117,477.44,4,16,2L-5L
SCM10053,42428,45617,232.06,21,19,No Limit
SCM10054,18108,46706,91.9,30,4,Above 5L
SCM10055,23574,51733,359.11,18,8,2L-5L
SCM10056,4079,13760,303.99,17,1,2L-5L
SCM10057,46443,91753,408.12,5,1,Above 5L
SCM10058,839,23033,498.05,8,16,Below 2L
SCM10059,39389,31804,22.53,29,17,2L-5L
SCM10060,19658,28241,369.68,30,1,Above 5L
SCM10061,37917,6577,494.57,34,8,2L-5L
SCM10062,26746,43790,269.16,16,7,2L-5L
SCM10063,38254,95356,357.88,41,9,Below 2L
SCM10064,32372,73753,220.61,15,5,No Limit
SCM10065,374390,31092,178.45,32,,2L-5L
SCM10066,48155,79222,348.26,3,2,Below 2L
SCM10067,14360,75620,494.05,30,9,2L-5L
SCM10068,6694,82071,45.92,32,4,Below 2L
SCM10069,13285,4372,211.12,49,1,No Limit
SCM10070,12672,24863,470.32,35,12,Above 5L
SCM10071,40348,50211,56.49,Unknown,14,No Limit
SCM10072,17669,50102,325.5,3,0,Above 5L
SCM10073,17073,55975,,35,12,Below 2L
SCM10074,4317,96259,188.51,4,12,2L-5L
SCM10075,7748,42654,104.8,20,19,2L-5L
SCM10076,17619,35136,88.25,12,6,No Limit
SCM10077,46418,38100,,3,12,Below 2L
SCM10078,32053,60084,188.78,41,6,Above 5L
SCM10079,19904,14113,245.82,49,3,2L-5L
SCM10080,10850,15279,98.05,34,13,Below 2L
SCM10081,101,21488,175.17,25,1,Above 5L
SCM10082,17375,67241,498.21,25,14,2L-5L
SCM10083,7982,90492,184.1,18,,No Limit
SCM10084,45954,86181,206.41,36,2,Below 2L
SCM10085,12848,8546,10.04,10,15,Above 5L
SCM10086,32701,28784,190.47,1,16,2L-5L
SCM10087,27675,49237,381.72,30,5,2L-5L
SCM10088,49176,78760,257.85,17,2,No Limit
SCM10089,32469,36276,328.56,10,5,2L-5L
SCM10090,44717,27672,278.32,43,19,2L-5L
SCM10091,15417,73692,52.83,15,0,Below 2L
SCM10092,45209,93450,166.14,1,15,Below 2L
SCM10093,28418,87685,347.15,31,17,2L-5L
SCM10094,46646,12671,,47,16,Above 5L
SCM10095,37072,13409,337.51,47,,Above 5L
SCM10096,41339,89208,180.15,21,12,No Limit
SCM10097,22268,5383,96.93,35,1,Above 5L
SCM10098,18182,54086,414.92,7,8,Above 5L
SCM10099,11179,62122,188.21,35,9,2L-5L
SCM10100,2984,17589,327.54,42,17,No Limit
SCM10101,27961,70587,,24,17,Below 2L
SCM10102,36447,50792,463.63,39,18,Above 5L
SCM10103,7295,7513,,43,12,Below 2L
SCM10104,2351,96442,324.5,30,5,2L-5L
SCM10105,4740,64784,301.12,3,0,Below 2L
SCM10106,18840,1563,420.43,38,17,Below 2L
SCM10107,48861,98783,258.16,44,18,No Limit
SCM10108,12915,59333,434.77,42,15,Below 2L
SCM10109,42991,86058,206.53,9,18,Above 5L
SCM10110,42068,74077,16.05,26,6,No Limit
SCM10111,30013,40877,463.3,40,5,2L-5L
SCM10112,13004,32412,360.79,37,11,2L-5L
SCM10113,18562,68862,255.43,16,13,No Limit
SCM10114,35582,68539,472.45,44,6,2L-5L
SCM10115,7047,60341,443.4,37,16,2L-5L
SCM10116,1438,8380,54.3,24,12,No Limit
SCM10117,12882,34844,312.24,16,19,Below 2L
SCM10118,20173,64633,269.1,12,4,No Limit
SCM10119,6714,11664,388.26,20,5,Above 5L
SCM10120,841,9729,150.45,14,12,Below 2L
SCM10121,30310,22747,4.16,47,9,Above 5L
SCM10122,833,86082,92.78,23,2,2L-5L
SCM10123,14044,54438,105.55,6,2,Below 2L
SCM10124,1906,58658,145.78,44,7,Below 2L
SCM10125,13385,59626,185.26,37,6,2L-5L
SCM10126,43438,94627,353.31,39,17,Above 5L
SCM10127,11557,78626,37.22,21,13,2L-5L
SCM10128,1853,95038,243.32,41,6,2L-5L
SCM10129,40226,75096,249.37,9,10,2L-5L
SCM10130,14687,45898,307.97,32,19,Above 5L
SCM10131,5957,11364,155.34,11,9,No Limit
SCM10132,33892,46981,,7,9,2L-5L
SCM10133,42542,29550,241.99,39,16,Below 2L
SCM10134,22248,66797,329.84,21,15,No Limit
,36422,68130,22.39,38,9,2L-5L
SCM10136,10071,95816,146.86,38,,No Limit
SCM10137,12008,20665,393.68,46,0,No Limit
SCM10138,21302,57817,242.15,43,,Below 2L
SCM10139,26792,61817,475.92,15,11,Above 5L
SCM10140,4666,97151,433.78,47,7,2L-5L
SCM10141,31119,53493,172.04,33,5,Above 5L
SCM10142,14122,54508,363.16,45,15,Below 2L
SCM10143,44025,65472,137.23,15,9,No Limit
SCM10144,43820,15423,87.73,13,2,2L-5L
SCM10145,39762,37516,440.52,5,5,Below 2L
SCM10146,27130,47666,175.19,49,1,Below 2L
SCM10147,39950,52641,101.79,9,3,2L-5L
SCM10148,44814,14996,482.49,23,6,Above 5L
SCM10149,19852,81850,15.61,26,11,Above 5L
SCM10150,35497,24830,183.51,46,9,Below 2L
SCM10151,25204,74233,19.31,49,12,Above 5L
SCM10152,20716,76243,252.1,8,18,Below 2L
SCM10153,31038,32588,200.65,47,7,2L-5L
SCM10154,6761,73765,360.36,15,16,Above 5L
SCM10155,26147,83640,477.02,1,7,Above 5L
SCM10156,39143,64607,259.89,30,17,Above 5L
SCM10157,43095,84031,,46,19,No Limit
SCM10158,46542,68834,436.1,18,7,Above 5L
SCM10159,26043,76467,302.31,10,15,2L-5L
SCM10160,34587,71099,276.79,21,15,Above 5L
SCM10161,9333,29762,94.37,28,9,2L-5L
SCM10162,3587,70916,20.39,30,12,2L-5L
SCM10163,24659,78137,230.76,7,4,No Limit
SCM10164,5944,42249,264.07,9,11,Below 2L
SCM10165,41619,64266,318.15,5,14,Below 2L
SCM10166,26240,27865,,30,5,Below 2L
SCM10167,11516,12833,108.12,34,8,Above 5L
SCM10168,22959,90148,31.64,49,,Above 5L
SCM10169,22353,33465,28.16,39,16,Below 2L
SCM10170,39330,54663,222.14,28,9,Above 5L
SCM10171,18284,6029,405.14,20,1,No Limit
SCM10172,27946,86745,332.03,40,6,2L-5L
SCM10173,30321,25201,339.74,4,3,Above 5L
SCM10174,42871,24838,131.29,4,,2L-5L
SCM10175,21559,45303,5.65,23,6,Below 2L
SCM10176,15598,36411,225.38,14,11,Above 5L
SCM10177,4362,99627,188.62,27,14,2L-5L
SCM10178,33014,17615,473.62,33,15,Below 2L
,45600,81686,36.1,12,2,No Limit
SCM10180,34985,90447,388.23,43,0,Above 5L
SCM10181,38315,52638,192.77,31,14,2L-5L
SCM10182,21498,34795,414.83,21,14,Above 5L
SCM10183,43723,41613,247.5,28,,Above 5L
SCM10184,30024,57635,410.27,2,1,No Limit
SCM10185,418,56979,233.48,4,3,No Limit
SCM10186,12261,95078,200.99,49,16,No Limit
SCM10187,12423,30033,,10,11,Above 5L
SCM10188,5849,21542,184.49,47,15,2L-5L
SCM10189,33122,29288,402.67,40,0,Below 2L
SCM10190,9628,16275,33.61,25,9,Above 5L
SCM10191,21541,44231,31.42,8,12,Above 5L
SCM10192,8626,16884,219.11,43,17,Above 5L
SCM10193,44151,71326,292.83,10,14,No Limit
SCM10194,37261,74250,304.31,0,9,Above 5L
SCM10195,1144,49423,18.29,37,14,No Limit
,12865,93860,,44,3,Above 5L
SCM10197,18275,88445,65.05,27,4,2L-5L
SCM10198,48987,51120,477.68,22,6,No Limit
SCM10199,1061,79180,166.84,30,12,2L-5L
SCM10200,3849,2835,130.8,1,14,Above 5L
SCM10201,37433,44426,145.7,17,11,2L-5L
SCM10202,40384,99526,468.68,15,18,No Limit
,17073,37610,241.47,41,0,2L-5L
SCM10204,18472,24196,217.4,16,17,Below 2L
SCM10205,43899,45224,282.99,47,5,Above 5L
SCM10206,43493,26468,,16,12,Above 5L
SCM10207,35857,50471,154.24,46,6,No Limit
SCM10208,38533,70941,90.49,34,2,2L-5L
SCM10209,4641,69221,297.79,30,11,2L-5L
SCM10210,30778,60977,245.89,34,4,No Limit
SCM10211,18444,74251,31.08,23,1,No Limit
SCM10212,45254,95788,261.02,Unknown,19,2L-5L
SCM10213,8946,50041,281.25,36,7,Below 2L
SCM10214,33946,3654,347.11,48,1,Above 5L
SCM10215,35942,52326,497.77,29,14,Above 5L
SCM10216,42415,98374,210.85,17,0,2L-5L
SCM10217,5129,57312,,26,1,Above 5L
SCM10218,16372,3174,37.59,15,2,2L-5L
SCM10219,48713,78399,415.81,19,1,Below 2L
SCM10220,23870,8851,49.17,40,12,No Limit
SCM10221,13204,25139,466.92,46,0,Below 2L
SCM10222,15955,66771,174.32,27,18,Above 5L
SCM10223,37624,74743,168.86,20,5,Above 5L
SCM10224,37563,32410,164.37,40,5,Below 2L
SCM10225,1019,18314,475.25,44,6,2L-5L
SCM10226,42806,15546,490.06,32,9,Above 5L
SCM10227,34626,93767,486.62,47,13,Below 2L
SCM10228,34699,45079,352.42,8,9,2L-5L
SCM10229,9463,58543,55.62,23,1,No Limit
SCM10230,49611,69544,193.24,12,18,No Limit
SCM10231,14355,16900,144.73,29,17,Above 5L
SCM10232,3910,58094,354.22,45,19,2L-5L
SCM10233,1540,54363,246.38,42,10,Below 2L
SCM10234,43979,13642,308.29,32,14,Above 5L
SCM10235,1819,23357,4.46,45,13,Above 5L
SCM10236,44313,79796,391.45,23,14,No Limit
SCM10237,655,28908,476.03,19,,No Limit
SCM10238,42293,18785,334.72,49,11,Above 5L
SCM10239,12212,4036,425.98,0,8,No Limit
SCM10240,2397,66331,239.18,22,17,No Limit
SCM10241,1635,14017,10.2,32,16,No Limit
SCM10242,15031,54052,495.24,16,2,Above 5L
SCM10243,6382,77636,29.51,1,,No Limit
SCM10244,28734,37117,96.47,30,16,Below 2L
SCM10245,44362,30405,26.31,30,1,Below 2L
SCM10246,25585,29334,312.52,15,13,No Limit
SCM10247,34829,75645,291.66,36,8,Above 5L
SCM10248,24687,5406,104.91,36,15,Above 5L
SCM10249,33847,86535,478.33,6,,No Limit
SCM10250,33140,74947,456.75,35,7,Below 2L
SCM10251,45643,55172,139.98,0,5,2L-5L
SCM10252,23741,59418,,29,15,No Limit
SCM10253,26673,2597,427.63,17,13,2L-5L
SCM10254,5244,37180,179.96,41,5,No Limit
SCM10255,1788,65479,126.87,38,,No Limit
SCM10256,48188,80572,128.17,25,16,Above 5L
SCM10257,18079,5012,410.25,10,6,Below 2L
SCM10258,31903,36118,231.59,0,15,Above 5L
SCM10259,16254,7562,357.7,37,5,No Limit
SCM10260,37551,73249,325.19,4,12,No Limit
,15223,75340,153.18,21,17,No Limit
SCM10262,24098,50538,104.12,12,15,Above 5L
SCM10263,5886,14586,62.98,16,0,2L-5L
SCM10264,30389,6658,12.04,49,11,Below 2L
SCM10265,5229,87483,40.72,6,13,2L-5L
SCM10266,29014,77464,128.2,37,6,2L-5L
SCM10267,25877,60349,356.83,6,19,2L-5L
SCM10268,2945,68399,77.54,11,1,No Limit
SCM10269,8548,27045,261.75,37,12,2L-5L
SCM10270,49561,3168,122.64,22,11,No Limit
SCM10271,27239,4864,255.95,47,18,Below 2L
SCM10272,21818,27270,375.03,7,1,Above 5L
SCM10273,49130,97251,133.06,14,8,No Limit
SCM10274,23681,39716,174.01,29,14,Above 5L
SCM10275,28093,28426,1807.65,8,3,Below 2L
SCM10276,42148,33154,273.21,44,14,Above 5L
SCM10277,13023,91819,,20,13,Below 2L
SCM10278,13184,50791,379.1,43,16,No Limit
SCM10279,17660,30555,138.79,13,4,Below 2L
SCM10280,22667,55980,192.59,7,12,Below 2L
SCM10281,19581,73761,122.66,46,6,Below 2L
SCM10282,32116,77204,271.72,35,0,Below 2L
SCM10283,11522,25643,353.91,8,12,Below 2L
SCM10284,1824,88837,401.63,25,3,2L-5L
SCM10285,30571,94263,461.07,19,12,2L-5L
SCM10286,2728,31534,179.67,37,12,Above 5L
SCM10287,27975,18039,466.31,5,2,Above 5L
SCM10288,17834,29314,308.52,33,7,Above 5L
SCM10289,24209,45202,194.86,22,8,2L-5L
SCM10290,719,79093,443.66,38,6,No Limit
SCM10291,13886,59583,289.86,32,4,Below 2L
SCM10292,28734,98353,227.2,20,,No Limit
SCM10293,22027,35476,5.85,40,2,Below 2L
SCM10294,9829,81647,358.78,25,7,2L-5L
SCM10295,22337,92069,38.77,4,3,Above 5L
,36640,35765,,8,10,No Limit
,35401,97754,480.85,44,9,No Limit
SCM10298,41537,79668,,32,,Above 5L
SCM10299,21835,70983,155.96,24,13,Below 2L
SCM10300,34908,58859,466.18,46,7,2L-5L
SCM10301,18049,1035,168.91,16,5,No Limit
,20609,76417,164.4,39,2,Below 2L
SCM10303,29498,49240,,46,16,2L-5L
SCM10304,4368,10652,65.77,18,9,Above 5L
SCM10305,35707,97936,486.38,10,14,Below 2L
SCM10306,49719,56968,137.58,7,7,Below 2L
SCM10307,44607,60691,392.87,5,,Above 5L
SCM10308,47926,28787,,5,6,No Limit
SCM10309,41044,43481,137.76,7,12,No Limit
SCM10310,39408,58347,28.85,23,3,Above 5L
SCM10311,12512,3146,59.75,18,17,Below 2L
SCM10312,35611,66768,261.03,40,6,Below 2L
SCM10313,27250,47809,288.46,26,2,Above 5L
SCM10314,5742,19642,407.94,19,13,Below 2L
SCM10315,10169,79428,30.2,23,0,Above 5L
SCM10316,31932,45464,178.14,37,0,Above 5L
SCM10317,1126,20344,100.16,4,15,Above 5L
SCM10318,3692,43549,,15,13,No Limit
SCM10319,1087,68320,,38,7,No Limit
SCM10320,16017,3259,177.2,32,0,Above 5L
SCM10321,7338,15343,154.89,9,,2L-5L
SCM10322,35615,58443,382.01,4,3,Below 2L
SCM10323,8430,75553,344.88,18,3,Above 5L
SCM10324,5750,41555,170.8,40,14,No Limit
SCM10325,37364,96378,73.33,20,15,No Limit
SCM10326,25317,7267,259.19,2,9,No Limit
SCM10327,49688,7802,459.43,27,3,Above 5L
SCM10328,17907,21408,61.87,40,13,2L-5L
SCM10329,25812,82299,376.54,18,12,No Limit
SCM10330,36589,76407,299.73,15,1,No Limit
SCM10331,27965,20367,294.34,1,0,No Limit
SCM10332,24733,68129,2336.7,7,15,No Limit
SCM10333,25375,25776,477.97,45,15,Below 2L
SCM10334,1245,5475,122,37,,Above 5L
SCM10335,22063,89283,404.26,11,7,2L-5L
SCM10336,9400,78875,310.44,23,,2L-5L
SCM10337,46797,69909,204.48,0,13,Above 5L
SCM10338,20979,43879,,Unknown,10,Below 2L
SCM10339,6342,65294,477.99,22,16,2L-5L
SCM10340,13932,27021,,38,0,No Limit
SCM10341,24783,9086,470.05,26,16,Above 5L
SCM10342,14385,23540,321.48,43,1,2L-5L
SCM10343,28923,29320,241.51,43,17,Above 5L
SCM10344,9197,23242,322.12,5,2,Above 5L
SCM10345,47952,34871,301.31,27,12,Above 5L
SCM10346,2092,85831,210.91,22,16,Above 5L
SCM10347,36990,94671,281.27,33,14,Below 2L
