Scheme_ID,Feedback_Rating,Approval_Rate,Implementation_Score,Success_Rate,Application_Mode,Required_Documents,Scheme_Objective
SCM9206,3,66.57,5.75,55.85,Online,"Aadhaar, Income Certificate",Housing for all
,3,79.02,3.2,31.01,Both,"Ration Card, Aadhaar",Housing for all
SCM9208,1,86.19,9.89,38.51,Online,"Caste Certificate, Income Certificate",Startup support
SCM9209,1,94.12,9.85,35.58,Both,"Caste Certificate, Income Certificate",Housing for all
SCM9210,3,99.46,9.35,30.71,Offline,None,Startup support
SCM9211,1,85.34,1.09,80.56,Both,"Ration Card, Aadhaar",Employment generation
SCM9212,1,79.26,9.14,96.92,Offline,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM9213,3,97.84,3.94,30.78,Offline,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9214,1,75.8,6.78,37.89,Offline,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM9215,2,61.4,5.04,,Offline,"Aadhaar, Income Certificate",Technology adoption
SCM9216,3,54.72,4.19,78.2,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9217,4,57.93,3.58,58.33,Online,"Aadhaar, Income Certificate",Education access
,3,79.6,4.85,99.5,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM9219,3,83.62,3.67,70.15,Both,None,Startup support
SCM9220,1,88.7,9.33,76.87,Online,"Ration Card, Aadhaar",Startup support
SCM9221,3,65.13,4.93,75.72,Online,"Caste Certificate, Income Certificate",Financial inclusion
SCM9222,1,68.52,9.5,45.59,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9223,1,89.84,4.34,64.17,Online,"Caste Certificate, Income Certificate",Startup support
SCM9224,2,57.29,3.34,45.15,Both,"Ration Card, Aadhaar",Technology adoption
SCM9225,1,93.04,8.28,65.66,Offline,"Aadhaar, Income Certificate",Health insurance coverage
SCM9226,4,64.13,5.68,32.15,Both,"Caste Certificate, Income Certificate",Employment generation
SCM9227,4,73,2.47,56.74,Offline,"Aadhaar, Income Certificate",Financial inclusion
SCM9228,2,61.35,9.35,56.05,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9229,2,57.24,9.66,50.41,Offline,"Aadhaar, Income Certificate",Technology adoption
SCM9230,2,87.78,7.19,35.55,Both,"Ration Card, Aadhaar",Technology adoption
SCM9231,2,89.69,9.75,83.97,Online,"Caste Certificate, Income Certificate",Health insurance coverage
SCM9232,2,66.26,7.07,59.43,Both,"Ration Card, Aadhaar",Housing for all
SCM9233,4,95.08,6.61,86.98,Online,"Aadhaar, Income Certificate",Housing for all
SCM9234,1,83.94,8.43,88.5,Offline,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM9235,1,76.18,1.61,44.95,Both,"Caste Certificate, Income Certificate",Women empowerment
SCM9236,2,92.43,4.99,59.49,Online,"Aadhaar, Income Certificate",Housing for all
SCM9237,1,93.89,4.87,80.47,Both,None,Women empowerment
SCM9238,1,79.97,6.59,64.96,Both,"Aadhaar, PAN, Bank Passbook",Startup support
SCM9239,2,79.21,4.12,89.85,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM9240,3,84.23,5.08,70.01,Offline,None,Women empowerment
SCM9241,4,78.46,8.65,74.07,Online,"Ration Card, Aadhaar",Financial inclusion
SCM9242,1,78.96,9.53,85.09,Both,"Caste Certificate, Income Certificate",Health insurance coverage
SCM9243,1,79.91,5.36,38.56,Both,None,Financial inclusion
SCM9244,4,66.1,7.35,70.9,Both,"Caste Certificate, Income Certificate",Technology adoption
SCM9245,4,87.69,5.93,35.98,Offline,"Aadhaar, Income Certificate",Technology adoption
SCM9246,3,67.91,8.81,48.24,Online,"Ration Card, Aadhaar",Women empowerment
SCM9247,1,82.38,3.36,44.88,Online,"Aadhaar, Income Certificate",Health insurance coverage
SCM9248,1,86.32,8.77,69.7,Offline,"Ration Card, Aadhaar",Startup support
SCM9249,3,77.85,5.64,89.07,Offline,"Aadhaar, Income Certificate",Skill development
SCM9250,4,61.64,5.11,39.3,Offline,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM9251,2,78.93,9.57,83.79,Online,"Ration Card, Aadhaar",Housing for all
SCM9252,2,90.86,3.75,40.01,Both,None,Technology adoption
SCM9253,1,54.01,1.74,43.28,Both,"Caste Certificate, Income Certificate",Women empowerment
SCM9254,4,82.92,7.05,94.19,Offline,"Aadhaar, Income Certificate",Education access
SCM9255,1,55.42,3.37,30.68,Both,"Aadhaar, Income Certificate",Women empowerment
SCM9256,4,82.39,6.78,43.8,Both,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9257,4,63.95,1.5,45.09,Online,None,Sanitation awareness
SCM9258,2,94.54,6.06,49.73,Both,"Aadhaar, Income Certificate",Health insurance coverage
SCM9259,2,69.79,3.13,55.44,Online,"Ration Card, Aadhaar",Technology adoption
SCM9260,1,69.24,1.68,37.22,Online,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM9261,3,92.68,1.5,,Online,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9262,3,98.16,9.62,57.95,Both,None,Startup support
SCM9263,2,51.44,3.39,73.75,Both,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM9264,2,74.54,6.24,90.73,Offline,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9265,1,78.3,5.36,50.84,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9266,3,96.31,4.27,68.25,Offline,"Aadhaar, PAN, Bank Passbook",Housing for all
,4,79.71,5.88,56,Online,"Aadhaar, Income Certificate",Technology adoption
SCM9268,3,78.87,6.04,32.82,Offline,"Ration Card, Aadhaar",Skill development
SCM9269,4,86.98,8.54,87.48,Offline,"Aadhaar, Income Certificate",Sanitation awareness
SCM9270,1,89.55,4.48,74.4,Both,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9271,4,73.43,4.18,30.15,Online,"Caste Certificate, Income Certificate",Skill development
SCM9272,4,58.05,7.11,47.47,Online,"Ration Card, Aadhaar",Health insurance coverage
SCM9273,3,92.78,4.35,51.63,Both,"Caste Certificate, Income Certificate",Startup support
SCM9274,3,58.25,5.6,86.81,Both,"Aadhaar, Income Certificate",Technology adoption
SCM9275,3,99,2.56,83.25,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM9276,3,68.14,3.55,57.73,Both,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM9277,4,97.57,2.81,41.01,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM9278,3,85.09,8.57,57.02,Both,"Ration Card, Aadhaar",Financial inclusion
SCM9279,4,93.26,8.18,86.71,Online,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM9280,2,97.13,4.53,61.67,Offline,"Ration Card, Aadhaar",Women empowerment
SCM9281,1,83.47,4.96,38.11,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM9282,2,89.02,4.7,32.7,Offline,"Aadhaar, Income Certificate",Housing for all
SCM9283,2,60.16,2.74,53.33,Online,"Ration Card, Aadhaar",Technology adoption
SCM9284,4,69.1,8.05,40.39,Both,"Aadhaar, Income Certificate",Housing for all
SCM9285,3,70.03,8.46,82.15,Offline,None,Financial inclusion
SCM9286,1,58.54,6.49,49.51,Both,"Ration Card, Aadhaar",Technology adoption
SCM9287,2,78.03,7.68,91.42,Offline,"Aadhaar, Income Certificate",Employment generation
SCM9288,3,87.29,6.87,73.21,Online,None,Sanitation awareness
SCM9289,3,62.6,1.92,57.56,Both,"Ration Card, Aadhaar",Sanitation awareness
SCM9290,4,86.32,5.96,72.7,Online,"Ration Card, Aadhaar",Women empowerment
SCM9291,4,91.26,4.12,50.66,Both,"Caste Certificate, Income Certificate",Education access
SCM9292,3,50.76,2.98,39.89,Both,None,Housing for all
SCM9293,1,92,6.98,97.49,Online,"Aadhaar, Income Certificate",Startup support
SCM9294,2,60.84,9,69.42,Both,None,Startup support
SCM9295,2,50.85,10,30.51,Offline,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM9296,4,90.07,6.2,51.72,Offline,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9297,1,89.44,7.05,41.17,Offline,"Aadhaar, Income Certificate",Health insurance coverage
SCM9298,1,50.7,6.86,48.07,Both,"Caste Certificate, Income Certificate",Housing for all
SCM9299,3,53.58,7.26,33.9,Offline,"Caste Certificate, Income Certificate",Startup support
SCM9300,3,96.07,3.22,47.16,Online,"Aadhaar, PAN, Bank Passbook",Startup support
SCM9301,4,95.26,2.43,77.81,Online,"Caste Certificate, Income Certificate",Employment generation
SCM9302,4,76.11,4.67,87.44,Offline,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9303,2,92.71,5.19,54.32,Online,"Ration Card, Aadhaar",Financial inclusion
SCM9304,3,64.91,7.87,66.57,Offline,None,Health insurance coverage
SCM9305,4,57.74,6.6,,Online,"Ration Card, Aadhaar",Sanitation awareness
,3,98.8,5.97,,Both,None,Sanitation awareness
SCM9307,1,78.9,5.49,68.63,Offline,"Aadhaar, PAN, Bank Passbook",Education access
SCM9308,2,64.81,3.01,88.84,Online,"Ration Card, Aadhaar",Startup support
SCM9309,3,75.87,4.36,36.16,Offline,"Aadhaar, Income Certificate",Technology adoption
SCM9310,3,80.06,1.98,59.3,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM9311,3,66.56,1.59,97.93,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM9312,1,88.35,1.12,81.72,Both,None,Sanitation awareness
SCM9313,2,52,1.79,43.83,Online,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9314,1,62.07,6.35,49.96,Online,None,Skill development
SCM9315,3,65.61,9.74,96.35,Both,None,Startup support
SCM9316,2,86.18,1.26,45.47,Both,"Ration Card, Aadhaar",Technology adoption
SCM9317,3,89.82,8.05,60.86,Both,None,Women empowerment
SCM9318,2,81.25,6.99,54.89,Offline,"Aadhaar, PAN, Bank Passbook",Startup support
SCM9319,4,66.58,8.73,64.3,Online,"Ration Card, Aadhaar",Health insurance coverage
SCM9320,1,63.08,9.51,46.56,Both,None,Technology adoption
SCM9321,1,69.85,8.32,76.78,Offline,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9322,3,71.96,8.18,46.42,Offline,"Caste Certificate, Income Certificate",Education access
SCM9323,3,79.72,1.78,72.15,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9324,3,83.88,4.23,55.04,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM9325,1,68.9,6.55,47.6,Both,None,Women empowerment
SCM9326,4,56,1.15,78.65,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM9327,4,71.97,5.27,97.57,Offline,None,Health insurance coverage
SCM9328,1,68.08,1.07,90.86,Online,None,Education access
SCM9329,2,52.99,7.67,36.08,Both,None,Sanitation awareness
SCM9330,4,60.27,3.39,61.81,Both,None,Education access
SCM9331,4,70.75,7.79,78.63,Online,None,Employment generation
SCM9332,2,77.66,5.32,69.38,Both,"Ration Card, Aadhaar",Startup support
SCM9333,2,77.23,1.97,80.84,Online,"Aadhaar, Income Certificate",Education access
SCM9334,1,60.61,9.27,98.26,Offline,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9335,2,61.54,7.28,53.96,Offline,None,Startup support
SCM9336,3,85.55,7.52,83.96,Offline,"Aadhaar, Income Certificate",Employment generation
SCM9337,3,67.07,3.08,36.58,Offline,"Aadhaar, Income Certificate",Sanitation awareness
SCM9338,4,59.47,2.13,90.88,Both,"Ration Card, Aadhaar",Skill development
SCM9339,1,72.66,9.59,84.49,Both,"Caste Certificate, Income Certificate",Housing for all
SCM9340,1,74.66,4.12,66.47,Both,None,Health insurance coverage
SCM9341,2,59.97,3.11,87.47,Online,"Caste Certificate, Income Certificate",Financial inclusion
SCM9342,4,73.36,8.91,76.66,Online,None,Skill development
SCM9343,4,87.41,5.17,68.66,Online,"Ration Card, Aadhaar",Startup support
SCM9344,4,58.54,6.89,96.22,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9345,1,67.93,3.4,39.12,Online,None,Financial inclusion
SCM9346,1,55.07,9.72,99.51,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM9347,3,60.76,5.27,40.81,Offline,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM9348,2,71.61,4.82,63.61,Offline,"Caste Certificate, Income Certificate",Startup support
SCM9349,1,98.72,1.58,46.2,Offline,"Aadhaar, PAN, Bank Passbook",Startup support
,4,84.95,7.37,,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM9351,2,96.58,5.87,74.23,Offline,"Ration Card, Aadhaar",Education access
SCM9352,1,55.23,9.7,32.43,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM9353,4,97.1,2.15,95.85,Online,None,Financial inclusion
SCM9354,4,75.55,4.52,49.57,Both,"Caste Certificate, Income Certificate",Housing for all
,2,64.12,3.29,-10,Offline,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM9356,3,92.24,7.01,90.45,Both,"Caste Certificate, Income Certificate",Employment generation
SCM9357,4,80.07,1.65,83.54,Both,"Caste Certificate, Income Certificate",Employment generation
SCM9358,4,54.54,9.93,77.02,Both,"Aadhaar, Income Certificate",Health insurance coverage
SCM9359,4,76.76,7.43,40.25,Offline,"Caste Certificate, Income Certificate",Women empowerment
SCM9360,4,82.09,4.43,83.87,Both,"Ration Card, Aadhaar",Skill development
SCM9361,3,50.89,4.31,55.25,Online,"Ration Card, Aadhaar",Housing for all
SCM9362,3,77.48,5.32,99.57,Online,None,Housing for all
SCM9363,3,68.16,7.28,76.99,Online,"Aadhaar, Income Certificate",Startup support
SCM9364,4,72.84,6.32,88.51,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM9365,3,55.45,5.36,81.36,Offline,"Ration Card, Aadhaar",Startup support
SCM9366,2,75.14,2.76,71.6,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9367,4,99.24,2.56,80.14,Both,"Aadhaar, Income Certificate",Employment generation
SCM9368,4,86.91,9.24,71.82,Offline,"Aadhaar, Income Certificate",Women empowerment
SCM9369,4,96.39,5.96,33.58,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9370,4,63.87,6.22,54.19,Both,"Aadhaar, Income Certificate",Sanitation awareness
SCM9371,1,69.12,4.9,52.15,Offline,"Aadhaar, PAN, Bank Passbook",Startup support
SCM9372,3,82.45,7.37,79.98,Offline,"Caste Certificate, Income Certificate",Startup support
SCM9373,1,86.98,8.21,70.33,Both,"Aadhaar, Income Certificate",Financial inclusion
SCM9374,2,65.2,4.7,72.73,Both,"Aadhaar, PAN, Bank Passbook",Startup support
SCM9375,1,67.38,1.47,89.29,Offline,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM9376,1,56.59,3.27,66.77,Online,"Ration Card, Aadhaar",Sanitation awareness
SCM9377,1,83.94,8.39,45.28,Both,None,Health insurance coverage
SCM9378,1,67.43,6.04,30.87,Both,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9379,3,56.93,8.93,41.16,Both,"Ration Card, Aadhaar",Skill development
SCM9380,3,81.7,4.44,32.14,Offline,"Ration Card, Aadhaar",Housing for all
SCM9381,1,50.62,3.83,46.59,Both,"Ration Card, Aadhaar",Startup support
,1,97.5,1.01,74.45,Both,None,Sanitation awareness
SCM9383,2,82.05,2.62,40.6,Offline,None,Housing for all
,2,80.39,4.02,,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM9385,4,82.36,1.72,97.96,Offline,None,Women empowerment
SCM9386,1,65.83,6.44,99.78,Offline,None,Technology adoption
SCM9387,4,61.66,9.91,74.59,Offline,"Aadhaar, PAN, Bank Passbook",Education access
SCM9388,3,76.84,1.52,37.6,Offline,None,Housing for all
SCM9389,3,97.2,4.53,87.51,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM9390,3,64.05,4.6,67.74,Both,None,Skill development
SCM9391,3,85.82,1.63,42.75,Offline,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9392,4,98.66,2.67,70.3,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM9393,1,77.47,5.08,32.76,Both,"Caste Certificate, Income Certificate",Financial inclusion
SCM9394,3,72.93,9.6,98.07,Both,None,Housing for all
SCM9395,2,87.4,6.13,87.82,Both,None,Health insurance coverage
SCM9396,4,57.07,1.9,48.25,Both,"Caste Certificate, Income Certificate",Employment generation
SCM9397,4,51.65,7.68,59.32,Both,"Ration Card, Aadhaar",Education access
SCM9398,3,67.59,8.72,57.67,Offline,"Aadhaar, PAN, Bank Passbook",Startup support
SCM9399,1,91.86,8.27,90.3,Both,None,Education access
SCM9400,2,53.88,8.37,54.82,Offline,"Aadhaar, Income Certificate",Sanitation awareness
SCM9401,4,79.55,8.31,33.36,Online,"Caste Certificate, Income Certificate",Technology adoption
SCM9402,2,52.58,3.01,45.03,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
,2,75.05,6.35,45.09,Online,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM9404,4,56.5,2.46,96.45,Online,"Ration Card, Aadhaar",Housing for all
SCM9405,1,80.38,3.96,94.68,Online,"Caste Certificate, Income Certificate",Housing for all
SCM9406,3,65.51,4.76,51.04,Offline,"Aadhaar, PAN, Bank Passbook",Education access
SCM9407,2,68.53,4.89,30.19,Offline,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9408,1,53.15,4.94,66.19,Online,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM9409,3,88.8,8.05,85.81,Both,"Aadhaar, Income Certificate",Startup support
SCM9410,2,80.13,6.58,48.8,Both,"Aadhaar, Income Certificate",Women empowerment
SCM9411,3,79.08,6.78,60.73,Online,"Caste Certificate, Income Certificate",Health insurance coverage
SCM9412,4,82.9,7.92,42.1,Online,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM9413,1,83.19,2.86,52.92,Both,"Ration Card, Aadhaar",Sanitation awareness
SCM9414,1,67.61,5.18,83.12,Offline,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM9415,1,63.72,8.7,59.98,Online,"Caste Certificate, Income Certificate",Housing for all
SCM9416,2,64.88,7.35,61.31,Both,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM9417,1,90.57,8.92,85.27,Both,"Caste Certificate, Income Certificate",Education access
SCM9418,3,58.47,5.08,83.41,Offline,"Ration Card, Aadhaar",Health insurance coverage
SCM9419,2,74.34,7.89,43.1,Online,"Aadhaar, Income Certificate",Education access
SCM9420,4,81.28,3.39,59.07,Offline,"Ration Card, Aadhaar",Skill development
SCM9421,4,75.81,8.81,89.42,Both,"Ration Card, Aadhaar",Skill development
SCM9422,3,77.67,3.67,61.97,Both,"Ration Card, Aadhaar",Employment generation
SCM9423,1,91.95,4.07,76.32,Offline,None,Women empowerment
SCM9424,4,66.47,7.46,51.42,Online,"Aadhaar, Income Certificate",Women empowerment
SCM9425,4,67.29,7.73,34.17,Both,"Ration Card, Aadhaar",Skill development
SCM9426,1,58.29,1.47,41.54,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM9427,4,87.52,2.35,58.12,Both,None,Housing for all
SCM9428,4,60.36,3.25,54.74,Online,"Ration Card, Aadhaar",Startup support
SCM9429,4,75.99,10,92.69,Both,"Aadhaar, Income Certificate",Health insurance coverage
SCM9430,4,92.71,8.4,68.19,Offline,"Aadhaar, Income Certificate",Skill development
SCM9431,3,54.91,7.44,73.9,Both,None,Education access
SCM9432,2,58.43,9.67,78.21,Offline,None,Education access
SCM9433,1,59.17,7.18,67.21,Both,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM9434,4,56.72,7.22,83.88,Both,None,Health insurance coverage
SCM9435,4,97.24,9.08,84.82,Offline,"Caste Certificate, Income Certificate",Financial inclusion
SCM9436,4,87,3.72,54.6,Both,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM9437,4,72.75,1.02,35.93,Both,"Caste Certificate, Income Certificate",Employment generation
SCM9438,2,64.88,7.43,99.04,Both,"Aadhaar, PAN, Bank Passbook",Education access
SCM9439,1,55.76,2.41,74.98,Online,None,Skill development
SCM9440,4,51.18,3.59,79.62,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9441,3,82.5,8.4,82.97,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM9442,3,75.25,8,72.91,Both,None,Employment generation
SCM9443,2,79.62,5.27,62.96,Online,"Aadhaar, Income Certificate",Skill development
SCM9444,2,58.37,1.94,98.93,Both,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM9445,4,79.44,3.68,80.94,Online,"Caste Certificate, Income Certificate",Education access
SCM9446,2,60.22,5.28,89.21,Both,"Caste Certificate, Income Certificate",Education access
SCM9447,1,52.05,7.91,60.78,Both,"Aadhaar, PAN, Bank Passbook",Education access
SCM9448,3,93.61,9.86,93.33,Both,"Ration Card, Aadhaar",Financial inclusion
SCM9449,1,91.37,6.63,81.25,Both,"Aadhaar, Income Certificate",Women empowerment
SCM9450,2,79.44,1.48,82.23,Offline,"Aadhaar, Income Certificate",Education access
SCM9451,1,95.74,2.99,36.09,Online,None,Financial inclusion
SCM9452,2,88.61,3.34,73.22,Online,"Caste Certificate, Income Certificate",Startup support
SCM9453,1,63.73,6.71,53.47,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM9454,4,95.73,1.17,76.83,Online,"Aadhaar, PAN, Bank Passbook",Startup support
